kidney.WT.1292376	kidney.WT.1292376	5144566	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292376_1_1_200814_D00376_0520_ACEAK5ANXX_L3.fq.gz
kidney.Het.1292377	kidney.Het.1292377	5153258	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292377_1_1_200814_D00376_0520_ACEAK5ANXX_L4.fq.gz
kidney.Het.1292378	kidney.Het.1292378	5144534	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292378_1_1_200814_D00376_0520_ACEAK5ANXX_L5.fq.gz
kidney.WT.1292379	kidney.WT.1292379	5153245	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292379_1_1_200814_D00376_0520_ACEAK5ANXX_L6.fq.gz
kidney.Het.1292380	kidney.Het.1292380	5144536	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292380_1_1_200814_D00376_0520_ACEAK5ANXX_L7.fq.gz
kidney.Het.1292381	kidney.Het.1292381	5153243	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292381_1_1_200814_D00376_0520_ACEAK5ANXX_L8.fq.gz
heart.WT.1292382	heart.WT.1292382	5144540	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292382_1_1_200812_D00362_0478_BCE86YANXX_L4.fq.gz
heart.Het.1292383	heart.Het.1292383	5144537	mouse	heart	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292383_1_1_200812_D00362_0478_BCE86YANXX_L5.fq.gz
heart.Het.1292384	heart.Het.1292384	5153249	mouse	heart	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292384_1_1_200812_D00362_0478_BCE86YANXX_L6.fq.gz
heart.WT.1292385	heart.WT.1292385	5144546	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292385_1_1_200812_D00362_0478_BCE86YANXX_L7.fq.gz
heart.Het.1292386	heart.Het.1292386	5144551	mouse	heart	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292386_1_1_200812_D00362_0478_BCE86YANXX_L8.fq.gz
heart.WT.1292387	heart.WT.1292387	5144554	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292387_1_1_200812_D00362_0478_BCE86YANXX_L4.fq.gz
heart.WT.1292388	heart.WT.1292388	5144518	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292388_1_1_200812_D00362_0478_BCE86YANXX_L5.fq.gz
heart.Het.1292389	heart.Het.1292389	5144552	mouse	heart	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292389_1_1_200812_D00362_0478_BCE86YANXX_L6.fq.gz
heart.Het.1292390	heart.Het.1292390	5144520	mouse	heart	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292390_1_1_200812_D00362_0478_BCE86YANXX_L7.fq.gz
heart.Het.1292391	heart.Het.1292391	5144548	mouse	heart	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292391_1_1_200812_D00362_0478_BCE86YANXX_L8.fq.gz
heart.WT.1292392	heart.WT.1292392	5144526	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292392_1_1_200812_D00362_0478_BCE86YANXX_L4.fq.gz
heart.WT.1292393	heart.WT.1292393	5144538	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292393_1_1_200812_D00362_0478_BCE86YANXX_L5.fq.gz
heart.Het.1292394	heart.Het.1292394	5153266	mouse	heart	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292394_1_1_200812_D00362_0478_BCE86YANXX_L6.fq.gz
heart.WT.1292395	heart.WT.1292395	5153257	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292395_1_1_200812_D00362_0478_BCE86YANXX_L7.fq.gz
heart.WT.1292396	heart.WT.1292396	5153283	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292396_1_1_200812_D00362_0478_BCE86YANXX_L8.fq.gz
heart.WT.1292397	heart.WT.1292397	5153246	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292397_1_1_200812_D00362_0478_BCE86YANXX_L4.fq.gz
heart.Het.1292398	heart.Het.1292398	5144565	mouse	heart	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292398_1_1_200812_D00362_0478_BCE86YANXX_L5.fq.gz
heart.WT.1292399	heart.WT.1292399	5153247	mouse	heart	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292399_1_1_200812_D00362_0478_BCE86YANXX_L6.fq.gz
